person_id,message_id,message_content,age,gender,race,education,sexual_orientation,party,ideology,income,religion,marital_status,residential_area,turnout_score,response_timestamp,vote_choice
1084,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",31.0,Male,White,Graduate degree,Heterosexual,Prefer not to say,Liberal,"$50,000-$74,999",Protestant,Divorced,Rural,21,2024-10-24 08:44:27,Trump
1085,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",86.0,Female,Black,Graduate degree,Heterosexual,Moderate Republican,Moderate,"$100,000-$149,999",Jewish,"Single, never married",Rural,35,2024-10-23 14:37:32,Trump
1086,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",50.0,Female,White,Some college,Heterosexual,Moderate Republican,Very conservative,"$75,000-$99,999",Atheist,Divorced,Suburban,64,2024-10-22 11:33:11,Trump
1087,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",73.0,Prefer not to say,White,Graduate degree,Heterosexual,Lean Republican,Conservative,"$100,000-$149,999",Nothing in particular,Married,Suburban,83,2024-10-23 00:50:52,Trump
1088,0,CONTROL - No message shown,33.0,Female,White,High school graduate,Heterosexual,Strong Republican,Conservative,"$50,000-$74,999",Catholic,"Single, never married",Urban,50,2024-10-22 01:34:39,Trump
1089,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",36.0,Female,White,Bachelor's degree,Heterosexual,Strong Republican,Liberal,"$100,000-$149,999",Nothing in particular,Married,Urban,88,2024-10-23 23:26:08,Trump
1090,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",81.0,Female,Hispanic,Bachelor's degree,Heterosexual,Independent,Liberal,"$100,000-$149,999",Catholic,"Single, never married",Suburban,33,2024-10-22 05:25:52,Undecided
1091,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",29.0,Female,White,Some college,Heterosexual,Lean Republican,Conservative,Prefer not to say,Agnostic,Married,Rural,94,2024-10-24 09:44:23,Trump
1092,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",32.0,Male,White,Prefer not to say,Heterosexual,Strong Republican,Very conservative,"$75,000-$99,999",Protestant,Living with partner,Suburban,23,2024-10-22 12:47:14,Trump
1093,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",56.0,Prefer not to say,White,Some college,Prefer not to say,Strong Democrat,Slightly liberal,"$50,000-$74,999",Agnostic,"Single, never married",Prefer not to say,95,2024-10-23 17:17:18,Trump
1094,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",63.0,Female,Hispanic,Associate's degree,Heterosexual,Other,Slightly conservative,Prefer not to say,Hindu,"Single, never married",Suburban,83,2024-10-24 23:48:24,Trump
1095,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",34.0,Female,Black,High school graduate,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Atheist,Married,Suburban,63,2024-10-22 18:53:33,Trump
1096,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",28.0,Female,Hispanic,Some college,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Nothing in particular,"Single, never married",Suburban,21,2024-10-22 18:24:10,Harris
1097,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",64.0,Female,Hispanic,Bachelor's degree,Heterosexual,Strong Democrat,Slightly liberal,"Under $25,000",Hindu,"Single, never married",Rural,11,2024-10-24 00:35:27,Harris
1098,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",49.0,Male,White,Some college,Prefer not to say,Strong Democrat,Liberal,"$25,000-$49,999",Prefer not to say,Married,Urban,27,2024-10-23 01:59:09,Trump
1099,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",52.0,Male,Prefer not to say,Graduate degree,Heterosexual,Lean Republican,Conservative,"$25,000-$49,999",Buddhist,Prefer not to say,Suburban,50,2024-10-23 03:08:03,Harris
1100,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",79.0,Male,Hispanic,High school graduate,Heterosexual,Strong Republican,Conservative,"$25,000-$49,999",Other,"Single, never married",Urban,18,2024-10-23 12:58:16,Trump
1101,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",18.0,Male,White,High school graduate,Heterosexual,Lean Republican,Conservative,"$100,000-$149,999",Nothing in particular,Married,Rural,25,2024-10-23 16:58:31,Trump
1102,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",82.0,Male,White,High school graduate,Heterosexual,Strong Democrat,Slightly liberal,"$25,000-$49,999",Catholic,Divorced,Urban,81,2024-10-22 07:06:59,Harris
1103,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",49.0,Male,Black,Prefer not to say,Heterosexual,Moderate Democrat,Liberal,"Under $25,000",Nothing in particular,Married,Suburban,3,2024-10-24 13:37:59,Trump
1104,0,CONTROL - No message shown,24.0,Female,White,Less than high school,Heterosexual,Other,Liberal,"Under $25,000",Catholic,Living with partner,Rural,14,2024-10-24 17:57:50,Harris
1105,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",21.0,Prefer not to say,Hispanic,High school graduate,Heterosexual,Lean Democrat,Slightly conservative,"$25,000-$49,999",Mormon,Married,Suburban,79,2024-10-23 13:15:44,Trump
1106,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",21.0,Male,White,Associate's degree,Heterosexual,Moderate Republican,Slightly conservative,"$25,000-$49,999",Nothing in particular,Living with partner,Urban,97,2024-10-23 18:54:49,Harris
1107,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",54.0,Male,White,Associate's degree,Heterosexual,Moderate Republican,Very conservative,"$50,000-$74,999",Prefer not to say,Married,Prefer not to say,8,2024-10-23 00:10:43,Harris
1108,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",22.0,Non-binary,White,Bachelor's degree,Heterosexual,Lean Republican,Slightly conservative,"$25,000-$49,999",Atheist,"Single, never married",Suburban,3,2024-10-22 11:42:09,Undecided
1109,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",52.0,Female,Black,Some college,Heterosexual,Moderate Republican,Conservative,"Under $25,000",Atheist,Married,Suburban,63,2024-10-24 07:53:28,Trump
1110,0,CONTROL - No message shown,29.0,Male,White,High school graduate,Other,Strong Republican,Conservative,"$25,000-$49,999",Protestant,Divorced,Suburban,69,2024-10-24 04:52:34,Trump
